location,address,phone_number,ratings,ratings_count
Royal Meenakshi Mall,"Shop No S5, Second Floor, Bannerghatta Main Road, Royal Meenakshi Mall, Bengaluru, Karnataka, 560076",7428891286,4.8,1733
Ramamurthy Nagar,"Ground Floor, Chinnappa Layout, Main Road, Bovi Colony, Ramamurthy Nagar, Bengaluru, Karnataka, 560016",9319375299,4.9,652
Ganga Nagar,"Ground Floor, Ganga Nagar, Cbi Road, Hmt Layout, Hebbal, Opposite Shrine Of St.Jude Thaddeus Church, Bengaluru, Karnataka, 560032",9643381477,4.9,1802
Jigani,"No 49 1St Phase, Near Apc Circle, Bannerghatta Anekal Road, Jigani Industrial, Bengaluru, Karnataka, 560105",8929342533,4.9,1470
RMZ Galleria Mall,"Lower Ground Floor, Ambedkar Colony, Rmz Galleria Mall, Opposite Tanishq, Bengaluru, Karnataka, 560064",7428891292,4.9,1644
Singasandra,"A Block, Aecs Layout, Singasandra, Bengaluru, Karnataka, 560068",8929344659,4.9,1047
Flagship Store HSR Layout,"Shop No 16, 17Th Cross Road, 9Th Main, Sector 7, Hsr Layout, Behind Bda Complex, Bengaluru, Karnataka, 560102",7428891293,4.5,2376
Flagship Store Doddakannahalli,"Shop No 121/3, Supreme Arcade, Sarjapur Road, Doddakannahalli, Next To Indian Oil Petrol Pump, Bengaluru, Karnataka, 560035",9654731294,4.7,2009
Flagship Store Jayanagar,"No 242/29, First Floor, Manandi Arch, 9Th Main Road, 3Rd Block, East Jayanagar, Jayanagar, Bengaluru, Karnataka, 560011",9811271534,4.8,1469
"Bhuvaneswari Nagar, Hebbal","Ground Floor, Siri Square 26, 4Th A Croos, Dasarahalli Main Road, Bhuvaneshwari Nagar, Hebbal, Bengaluru, Karnataka, 560024",7303577578,4.8,655
Bagalur,"Ground Floor, 2Nd Cross, Bagalur Main Road, Vinayak Nagar, Kattigenahalli, Bagalur Main Road, Bengaluru, Karnataka, 560064",8587908848,4.9,1178
Wilson Garden Road,"No 5 & Old No 165, 4Th Main, Wilson Garden Road, Wilson Garden, Beside Hotel Prashanth, Bengaluru, Karnataka, 560027",8929808984,4.8,782
Maruthi Nagar,"WJC7+897, Maruthi Nagar Main Road, Old Madiwala, Near More Supermarket, Chikka Madivala, 1st Stage, BTM Layout, Bengaluru, Karnataka, 560068",9643824565,4.8,67
Basaveshwara Nagar,"#579, Shankari Avenue, Siddaiah Puranik Road, 3Rd Stage, 4Th Block, Basaveshwaranagar, Basaveshwaranagar Main Road, Bengaluru, Karnataka, 560079",9582670929,4.6,500
Nexus Shantiniketan,"Shop No 5, Lower Ground Floor, Nexus Shantiniketan Mall, Itpl Main Road, Opposite Manipal Hospital, Whitefield, Bengaluru, Karnataka, 560067",9643991310,4.7,1585
JP Nagar 8th Phase,"No 30/A 3Rd, Block Layout, Jp Nagar 8Th Phase, Jp Nagar, Near Vishal Mart, Bengaluru, Karnataka, 560076",8447914974,4.9,1006
Ayyapanagar,"#1 & 2, Surya Manson, Ayyappa Nagar, Kodigehalli Road, Krishnarajapura, Bengaluru, Karnataka, 560049",8512050875,4.9,1011
"Flagship Store JP Nagar, 7th Phase","Shop No 17, Rbi Layout, , Jp Nagar, 7Th Phase, Karnataka Bank, 10Th A East Cross Road, Bengaluru, Karnataka, 560078",7428891314,4.8,2524
Sultanpalya,"No 43, Shop No 1&2, Sultan Palya Main Road, Rt Nagar, Near Laxmi Gold Paradise, Bengaluru, Karnataka, 560032",8929328753,4.9,1052
Magadi Road,"92, Magadi Main Road, Govindaraja Nagar Ward, Opposite Shell Fuel Station, Vijayanagar, Bengaluru, Karnataka 560040",9873906797,4.9,162
Mallathalli,"No 5 & 6, Gidada Konnenahalli, Muddinapalya Main Road, ITI Layout, Mallathalli, Bengaluru, Karnataka, 560091",8447930692,4.9,876
Devanahalli,"Matru Arcade, 333 19Th Ward, Bb Road, Devanahalli Town, Bengaluru, Karnataka, 562110",8929436426,4.9,753
Byadrahalli,"No 15 Balaji Nagar, Magadi Main Road, Vishwaneedam Post Bydrahalli, Opposite College Stop, Bengaluru, Karnataka, 560091",8929306414,4.9,1014
Flagship Store Banashankari,"Shop No 214, 15Th Main, 24Th Cross, Banashankari 2Nd Stage, Near Bda Complex, Bengaluru, Karnataka, 560070",7428891328,4.8,1997
Andrahalli,"Ground Floor, 38 Md Complex, Doddanna Layout, Andrahalli, Bengaluru, Karnataka, 560091",8929327932,5.0,1399
New Bel Road,"No 004/B, Ground Floor, Devasandra Layout, New Bel Road, Next To Subway, Bengaluru, Karnataka, 560094",7303563564,4.9,1370
Btm Layout,"Shop No 2, Building No 805/A, Pid No-65-94-805/A, 7Th Cross Road, Btm Layout, 2Nd Stage, Btm Layout, Opposite Wild Craft, Bengaluru, Karnataka, 560076",8929261833,4.9,929
Flagship Store Kathriguppe,"#4, 6th Block, 3rd Phase, 80 Feet Road, Near Big Bazaar, 3rd Phase, Kathriguppe, Banashankari, Bengaluru, Karnataka, 560085",8447725949,4.9,1866
Malleshwaram,"Ground Floor, 2Nd Main Road, Sampige Road, Malleshwaram, Bengaluru, Karnataka, 560036",9818841601,4.7,845
Flagship Store Kammanahalli,"Ground Floor, 4Th Cross, 2Nd Block, Vp Plaza Mall, Kalyan Nagar, Kammanahalli, Opposite Shoba Central, Bengaluru, Karnataka, 560043",7428891338,4.7,2072
Ayyappa Nagar,"#2, Gokul Mansion, Ayyappa Nagar, Devasandra, Kr Puram, Opposite Krishna Community Hall, Bengaluru, Karnataka, 560036",8448221596,4.7,709
Kasavanahalli,"Shop No 53/1, Central Jail Road, Kasavanahalli, Sarjapur, Kasavanahalli, Opposite Vishnu Grand Hotel, Bengaluru, Karnataka, 560035",7428891341,4.7,997
Kengeri Satellite 2,"1121, 1st Main Road, Kengeri Satellite 2, Railway Station Road, Beside Sri Krishna Grand Hotel, Bengaluru, Karnataka, 560060",9953884917,4.9,172
Vijayanagar RPC Layout,"2373/B, SMS Arcade Building, Vijay Nagar, RPC Layout, Dub Road, Bengaluru, Karnataka, 560040",8743827926,4.9,473
Flagship Store Electronic City,"Snn Raj Neeladri, Bettadasanapura, Near Neeladri Nagar, Electronic City, Bengaluru, Karnataka, 560100",7428891348,4.8,6239
Hulimavu,"Ground Floor, No 5, Dr. MV Road, 2nd Block, Opposite Nano Hospital, Aicobo Nagar, 6th Stage, BTM Layout, Hulimavu, Bengaluru, Karnataka, 560078",7428891350,4.6,605
Brigade Orion Uptown Mall,"Unit No108, First Floor, Brigade Orion Uptown Mall, Huskur Village, Bidaarahalli, East Taluk, Hobli, Brigade Orion Uptown Mall, Bengaluru, Karnataka, 560049",8447728798,4.8,962
Sahakar Nagar,"Khata 409/504/495, 60 Feet Rd, F Block, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka, 560092",7291820841,4.9,473
Vijaya Bank Layout,"Ground Floor, 1000A, Vijaya Bank Layout, Opposite Vijaya Bank, Vijaya Bank Layout, Opposite Vijaya Bank Layout Main Park, Bengaluru, Karnataka, 560076",7428891360,4.7,1048
Bommanahalli,"Shop No 3, Ground Floor, Katha 461/447/439, Garebhavi Palya, Hosur Main Road, Near Domino'S Pizza, Bengaluru, Karnataka, 560068",7428891361,4.7,1511
Hanumantha Nagar,"9, L R Complex, 50 Feet Main Road, Avalahalli, Muneshwara Block, Banashankari, L R Complex, Bengaluru, Karnataka, 560026",8826001609,4.9,990
"Phoenix Market City Mall, Whitefield","Shop No F/68, 1St Floor, Whitefield Main Road, Mahadevpura, Phoenix Market City Mall, Bengaluru, Karnataka, 560048",7428891060,4.7,1246
Annapurneshwari Nagar,"Huliyappa Arcade 22, 2Nd Block, Nagarbhavi 2Nd Stage, Annapurneshwari Nagar, Bengaluru, Karnataka, 560072",8929471398,4.9,1736
Channasandra,"197/1, AKG Colony, Channasandra Main Road, Bengaluru, Karnataka, 560067",9899411217,4.8,337
JP Nagar,"24th Main Road, RK Colony, Manjunath, Colony, 2nd Phase, JP Nagar, Bengaluru, Karnataka, 560078",9953668647,5.0,6
Flagship Store Indiranagar 100 Ft Road,"2003/1-1, Arihant Building, Second Stage, Indiranagar 100Ft Road, Arihant Building, Bengaluru, Karnataka, 560008",9821141600,4.8,1000
Kanakapura Road,"Shop No 25/6/26/27/61, Ground Floor, Yelenchenahalli, Kanakpura Road, Near Yelenchanahalli Metro Station, Bengaluru, Karnataka, 560078",8588911381,4.9,1109
Forum South,"Shop No1, Prestige Falcon City Mall, Kanakapura Road, Anjanadri Layout, Konanakunte Cross Metro, Konanakunte, Prestige Falcon City Mall, Bengaluru, Karnataka, 560062",8447731148,4.9,890
New Bellandur,"203/205, Mint Plaza, Ground Floor, Green Glen Layout, New Bellandur, Next To Reliance Fresh, Bengaluru, Karnataka, 560103",9971101619,4.8,1336
Forum Neighbourhood Mall,"Unit 222, Second Floor, Forum Neighbourhood Mall, Whitefield, Bengaluru, Karnataka, 560066",7042401400,4.9,2022
Flagship Store at Yelahanka,"948, Vln Square, Lig 2Nd Satge, 16Th B Cross Road, 2Nd Stage, Yelahanka New Town, Yelahanka, Near Sri Raghavendra Nursing Home, Bengaluru, Karnataka, 560064",8929438864,4.8,1517
Nagawara,"34, Sy No 39/1, Vidyasagar Bus Stop, Thanisandra Road Main, Dr Shivaram Karanth Nagar Post, Nagwara, Opposite Dhurudesh Honda Showroom, Bengaluru, Karnataka, 560077",8447745515,4.9,1021
Raghuvanahalli Kanakapura Main Road,"Jr Plaza 6, Kanakapura Main Road, Metro Pillar No 217, Raghuvanahalli, Near Karnataka Bank, Bengaluru, Karnataka, 560062",9643707383,4.9,1842
Nagarbhavi 80ft Road,"Ground Floor Plot No 348/689, Nagarbhavi 80Ft Road, Vinayaka Layout, Nagarbhavi, Bengaluru, Karnataka, 560072",8447847395,4.9,1466
Flagship Store at Whitefield,"68/62, Labh Villa, Whitefield, Near Csi Memorial Church, Bengaluru, Karnataka, 560066",7428891084,4.8,3246
Basaweshwar Nagar,"323, 3rd Stage, 4th block, Dr Sidhaiahpuranik Road, West chord Road, Basaweshwara Nagar, Bengaluru, Karnataka, 560079",9873950593,4.6,454
Varthur,"Shop No 704, Ground Floor, Asn Signature, Varthur Road, Ramagondanahalli, Siddapura, Near Laughing Waters, Bengaluru, Karnataka, 560066",9582601383,4.8,1106
Anathanagar,"#1138, Ground Floor, 6Th Cross Road, Sri Anantha Nagar, Electronic City Phase 2, Near Ashirwadh Classic Apartment, Bengaluru, Karnataka, 560100",9582381413,4.5,1487
Hoodi Circle,"Rajapalya, Itpl Main Road, Mahadevapura, Hoodi Circle, Bengaluru, Karnataka, 560048",8447745874,4.9,1226
Nagadevanahalli,"No 7 & 8, 100Ft Feet Road, Nagadevanahalli, Kengeri, Near Bharat Petrol Pump, Bengaluru, Karnataka, 560056",8929275902,4.9,1155
Kondotty,"Door No 6, Ground Floor, Athikavil Building, Palakkad Highway, Kondotty Malappuram, Kondotty, Opposite Bsnl Office, Malappuram, Kerala, 673638",8929676204,4.9,1650
Edakkara,"#10/1358,Near Chemmanur Jellewery, Cng Road, Edakkara, Near Chemmanur Jellewery, Malappuram, Kerala, 679331",8929346343,5.0,1382
Malappuram,"325 & 2, Kottappadikkal Nettugada, Parambu City Square, Down Hill, Malappuram, Kerala, 676519",8447836993,4.9,1360
Perinthalmana,"Myspex, Ekm Centre, Hospital Road, Perinthalmanna, Opposite Fire Station, Malappuram, Kerala, 679322",8447896134,5.0,1622
Pala,"Room No 20/413, Theruvil Building, Pala Muncipality, Lalam Village, Meenachalil Thaluk, Pala, Opposite Max, Kottayam, Kerala, 686575",7065045189,4.9,2355
Kalathippady Kottayam,"Valayil Building, Kalathippady, Vadavathoor PO, Kottayam, Kerala, 686010",8289958761,,0
Flagship Store Kanjikuzhy,"Building No 4/277B, Vetteel Estate, 26, Kanjikuzhy, Muttambalam, Vetteel Estate, Kottayam, Kerala, 686004",7428890131,4.9,3825
Thalayolaparambu Kottayam,"Pallivathukkal Building, Vaikom Road, Opposite Canara Bank, Thalayolaparambu, Kottayam, Kerala, 686605",7204281760,,0
Flagship Store Thirunakkara Maidanam,"P John Zhachariah Building, Near Thirunakkara Maiadan, Thirunakkara S Road, Kottayam, Kerala, 686001",8929514958,5.0,627
Ettumanoor,"Ward 10th, Ettumanoor Municipality, Village Peroor Kara, V Arcade, Thellakom, Kottayam, Kerala, 686630",8742981997,4.9,695
Thiruvalla,"New Amprayil Building, T K Road, YMCA Junction, Thiruvalla, Kottayam, Kerala, 689101",9582610880,4.9,197
Flagship Store Sastri Road Kottayam,"Parakkal Building, Shasthri Road, Kottayam, Kerala, 686001",8588817041,4.9,3834
Chanaganassery,"Perunna, Changanassery, Kottayam, Kerala, 686101",7291820701,4.9,453
Vatakara,"Union Bank Complex, Edodi Road, Vatakara, Near Union Bank, Kozhikode, Kerala, 673101",9870542543,4.9,1573
Perambra,"Taluk Koilandi, Amsam Menjanyam, Sub District Perambra, Kozhikode, Kerala, 673525",9643181022,5.0,2976
Mavoor Road,"Mavoor Road, Arayidathupalam, Mavoor, Opposite New Bus Stand, Kozhikode, Kerala, 673004",8929267227,4.9,4864
Koyilandi,"Amaal Tower, Room No Km 40/415 B 10 Nh, Koyilandy, Kozhikode, Kerala, 673305",8929436775,4.9,3025
Kozhikode,"Shop No 62/931, Ground Floor, Citadel Arcade, Red Cross Road, Opposite Tagore Centenary Hall, Kozhikode, Kerala, 673032",9971133359,4.9,2620
HiLite Mall,"G1003, First Floor, Hilite Mall, Nh 66 Kozhikode Bypass, Poovangal, Kozhikode, Kerala, 673014",9667093094,4.9,1298
High School Junction Kollam,"Block No 210, High School Junction, Near Skycell, West Taluk, Kollam, Kerala, 691009",9873916538,5.0,65
Kollam Main Road,"Block No 177, Chinnakada, Kollam Andamamukkom, Main Road, Nedumangad, Beside Planet Fashion, Kollam, Kerala, 691001",9718292049,4.9,1556
Kundara Taluk Kollam,"Ground Floor, Block No 10, Village And Mandal Tadeppalli Panchayath Area Farkka, Kundara Taluk, Kollam, Kerala, 691501",7204242349,5.0,19
Kottarakara,"Ground Floor, Block 22, SY No 279/5, Kizhakkekara, Kottarakara, Kollam, Kerala, 691531",9654856305,4.8,940
Kottiyam,"Ground Floor, IAS Building, Opposite NK Silks, NH 66, Kottiyam, Kollam, Kerala, 691471",9582416772,5.0,790
Randamkutty,"Block No 15 & Thandaper No 8270, Deepam Complex, Randamkutty, Kollam, Kerala, 691019",8742953692,4.9,2104
Kollam,"Malabar Kiotchen Gallery, Eravipuram, Pallimuku Road, Vadakkevila, Near Malabar Kitchen Gallery, Kollam, Kerala, 691021",8929302362,4.9,2424
Maradu,"Building No 17/219-2& 17/219-3, Old No, 12/210-2 & 12/210-3 , Ground Floor, Nelko Square, Pandavath Junction, Maradu, Near Ps Mission Hospital, Kochi, Kerala, 682304",8929215466,4.9,737
Kadavanthara,"Building No 37/442, Ishaan Enterprises, Kadavanthara Road, Kaloor, Ernakulam, Near Akshya Hospital, Kochi, Kerala, 682020",7428890036,4.8,4458
Flagship Store Padivattom,"Shop No 33/19 B14, Ammus Arcade, Padivattom, Ernakulam, Opposite Kerala State Beverages Corporation, Kochi, Kerala, 682024",7428890109,4.9,3649
Aluva,"E 87, Sh 16, Bypass Junction, Aluva, Opposite To Aluva Metro Station, Kochi, Kerala, 683101",8929183153,4.8,1426
Thoppumpady,"Ward No18, Kejees Building, Aroor, Thoppumpady Road, Thoppumpady Junction, Opposite St.Sebastian High School, Kochi, Kerala, 682005",8929289733,4.9,2475
Lulu International Shopping Mall,"34/1000, Shop No 45 & 46, Second Floor, Nh 47, Edapally, Lulu International Shopping Mall, Kochi, Kerala, 682024",7428891302,4.6,1267
Seaport Airport Road,"Seaport Airport Road, Judgemukku, Thrikkakara, Near Bharathmatha College, Kochi, Kerala, 682021",9999213876,4.9,2850
Forum Mall,"Unit No 1F 103, 1st Floor, Forum Mall, NH 47, Vytilla Aroor Bypass, Near Kundannur Junction, Maradu, Kochi, Kerala, 682304",9582017077,4.9,442
Thana,"Ground Floor, Highway Arcade, Teekay Junction, Thana, Kannur, Kerala, 670012",7065045316,4.9,1621
Central Mall of Emad,"Ground Floor, Central Mall of Emad, Near New Private Bus Stand, Thavakkara, Kannur, Kerala, 670001",7065045131,4.9,2857
Flagship Store at Kannur,"6/685, 6/686, 6/687, Ground Floor, Jr Complex, Talap, Mangalore Highway, Talap, Opposite Koyili Hospital, Kannur, Kerala, 670004",9319360323,4.9,2445
Payyanur,"Perumba SM Shopping Complex, Near KSRTC Stand, PO Payyanur, Kannur, Kerala, 670307",8512867793,4.9,1235
North Paravoor,"8/315,Vyapara Bhavan Building, Chendamangalam junction, North Paravur, Ernakulam, Kerala, 683513",7065045116,4.9,877
Oberon Mall,"Shop No B1, Ground Floor, Oberon Mall, Nh Bypass Road, Edapally Ernakulam, Edapally, Oberon Mall, Ernakulam, Kerala, 682024",7303545546,4.8,619
Angamaly,"Shop No 25/74, Kizhakkumthal Building, Bank Junction, Nh 47, Angamaly, Opposite South Indian Bank, Cochin, Kerala, 683572",7303328329,4.8,862
Info Park Road,"IMG Junction, Info Park Road, kakkanad, Near Professional Couriers, Cochin, Kerala, 682030",7291993948,4.9,1776
Perumbavoor,"Ground Floor, Kanampuram Square, Mc Road, Near Signal Junction, Perumbavoor, Cochin, Kerala, 683542",8929345109,4.9,2405
MG Road Metro,"#40, 9660, Ground Floor, Mg Road, Near Mg Road Metro Station, Cochin, Kerala, 682001",8826981982,4.7,2147
"Kakkanad, Cochin","17/2330, Sea Port Airport Road, Chittethukara, Kakkanad, Near Bajaj Show Room, Cochin, Kerala, 682037",8447696297,4.8,1136
Piravom,"Kochumattathil Shopping Mall, Taluk Hospital Jn, Piravom, Near Reliance Trends, Cochin, Kerala, 686664",8929327923,5.0,706
Ravipuram,"Door No 61 1800, Mg Road, Ravipuram, Atlantis Junction, Thevara, Ravipuram, Opposite Cochin Shipyard, Cochin, Kerala, 682015",8929328688,4.9,1310
Thrippunithura,"Magna Business Centre, Sn Jn, Eroor Road, Thrippunithura, Opposite Lakshmi Ayurveda Hospital, Cochin, Kerala, 682301",9971223351,4.9,2348
Muvattupuzha,"Kedharam Residency Building, MC Road, Vellorkunnam Market, Opposite South Indian Bank, Muvattupuzha, Cochin, Kerala, 686673",8447732748,4.9,2143
Palarivattom,"Road No 38/4010 B, KNS Towers, Metro Pillar No 483, Old Nh 47, Palarivattom, Cochin, Kerala, 682025",9643058191,4.7,820
Angamaly 2-NH544,"G I Square, V/1300, Nh47, Kothakulangara, Angamaly, Near Elite Supermarkets, Cochin, Kerala, 683572",8376801776,4.9,792
GH Road,"Tp Building , G Hospital Road, Palayam, Calicut, Kerala, 673001",8929338678,4.9,2720
Karaparamba,"Door No 70/1928, H1 Ground Floor, Ace Avenue, Karaparamba, Near Icici Bank, Calicut, Kerala, 673010",7303272273,4.9,1743
"Mankavu, Calicut","Door No 34/1955, Mini Bye Pass Road, Calicut, Near Mankavu Jn Mankavu, Calicut, Kerala, 673007",9319373032,4.9,2841
Nadapuram,"City Tower, Kallachi, Villyappaly Road, Opposite HP Petrol Pump, Nadapuram, Calicut, Kerala, 673504",9899410376,4.9,1163
"Nadakkavu, Calicut","68/1586, Ground Floor, Shaaz Building, West Hill Calicut, Near Bajaj Show Room, Calicut, Kerala, 673005",8447702827,5.0,2280
Kunnamangalam,"Devas Building, Door No 20/180/B2 & B3, Karanthur Po Kunnamangalam, Kunnamangalam, Near Markaz College Main Gate, Calicut, Kerala, 673571",8929437630,4.9,1187
Thamarassery,"Ground Floor, No 5/641 Kozhikode, Mysore Kollakkal, High Way Thamarassery, Thamarassey, Calicut, Kerala, 673573",9582955141,4.9,967
Kovoor,"Essay Tower, Kovoor, Kozhikode, Kovoor, Near Medical College, Calicut, Kerala, 673008",7428890228,4.9,1171
Focus Mall,"Room No 61/10510,61/105115, Ground Floor, Focus Mall, Rajaji Road, Kozhikode, Calicut, Kerala, 673004",8929330673,5.0,4145
Lawspet,"Plot No 18 & 19, Sri Ram Nagar 2Nd Cross, Ecr Road, Lawspet, Near Datamatics It Compant, Puducherry, 605008",8447905323,4.9,1276
Karaikkal,"#156, Bharathiyar Road, Karaikal, Puducherry, Tamil Nadu, 609602",4368293439,5.0,15
Mission Street,"Shop No 125, Mission Street, Opposite Chetty Koil, Puducherry, Puducherry, 605001",7428890168,4.8,951
Anna Salai,"Shop No 413, Anna Salai, Anna Salai, Near Pothys, Puducherry, 605001",8447817219,4.9,1722
Reddiyarpalayam,"No 1 A, Apartment, Srinivasa Towers, Near Vasaki Mall, Kamalam Nagar, Marie Oulgaret, Puducherry, 605010",8929344024,4.9,919
Thavalakuppam,"No 182, Cuddalore, Main Road, Thavalakuppam, Puducherry, 605004",8929183896,4.9,1203
Providence Mall,"Unit No 38, Second Floor, Venkata Subba Reddy Street, Orlanpet, Providence Mall, Puducherry, Puducherry, 605001",7428891248,4.8,1495
Kamaraj Salai,"121 Kamaraj Salai, Thattanchavdy, Kamaraj Salai, Puducherry, 605009",8929335315,4.9,755
MG Road,"358-368, MG Road, Stainte Therese Street Junction, Opposite Petit Seminare School, Puducherry, Tamil Nadu, 605001",9582729056,4.9,261
RG Square,"Ground Floor, No 8, Kamaraj Salai, Rg Square, Next To Agarwal Hospital, Puducherry, Puducherry, 605013",8929170947,4.9,1092
Mansa,"Ground Floor, Shop No 76, Cancelled Colony, Village Mansa, Tehsil, Mansa, Punjab, 151505",9873921069,4.6,22
Sector 59 Phase 5,"Ground Floor, Scf 15, Sector 59, Phase 5, Near 24Seven, Mohali, Punjab, 160059",8929340370,4.8,618
Dugri,"Scf No 12, Urban Estate, Dugri Road, Phase I, Dugri, Ludhiana, Punjab, 141002",8447744817,4.9,844
Sector 22C,"Shop No 39, Sector 22C, Sector 22C, Near Aroma Hotel, Chandigarh, Punjab, 160022",7065041132,4.8,161
Fazilka,"Ground Floor, Property No/408 Kailash Nagar, Gaushala Road, Fazilka, Punjab, 152123",9643968468,5.0,119
Model Town Extension,"Shop No 273/A/1, Model Town Extension, Near Ishmeet Singh Cowk, Ludhiana, Punjab, 141002",7428890034,4.8,1009
Khanna,"Ground Floor, Khewat No 1467, Khatoni No 2053, Gt Road, Khanna, Ludhiana, Punjab, 141401",8929183897,4.9,942
"VIP Road, Zirakpur","Scf 3, Ground Floor, Tulip Plaza, Vip Road, Zirakpur, Adjoining Indusind Bank, Mohali, Punjab, 140603",7428891129,4.5,325
Phase 10 Sector 64,"Ground Floor, Scf 34, Phase 10, Sector 64, S.A.S.Nagar, Phase 10, Mohali, Punjab, 160064",8929164184,4.9,534
Palm Walk Ludhiana,"Ground Floor, Shop No 98, Palm Heights, Jaspal Bangar, Hadbast No 259, Ludhiana, Punjab, 141122",9582447297,4.9,134
Batala Jalandhar,"Shop No 22, Grand Central Mall, Opposite Reliance Trends Vishal Capital, Chakan Chowk , Pune, Maharashtra, 410501",9582785614,5.0,27
Barewal Road,"Ground Floor, Barewal Road, Ludhiana, Punjab, 141012",8929213201,4.9,351
